donor,source_path,archive_path,classification,reason,bytes,sha256
AppForge,src/components/builder/BuildComparison.tsx,01_APPFORGE/reuse_candidates/src/components/builder/BuildComparison.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",16772,1a95d3c93fe46926f1bdbe4c6bfeb25887aa664a72c501d0bbf0226c2996c6c6
AppForge,src/components/builder/BuildDetailsDrawer.tsx,01_APPFORGE/reuse_candidates/src/components/builder/BuildDetailsDrawer.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",15565,8c792b2a472b1a00f6ad7ed42144e0b0adaccb67ef2add1e3263e93b9106bc71
AppForge,src/components/builder/BuildHistory.tsx,01_APPFORGE/reuse_candidates/src/components/builder/BuildHistory.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",19530,edd77f616f6d2e778feebdddbeebc5efcb0163c996ea7bcc629c90aa23c71aa4
AppForge,src/components/builder/BuildProgressAnimation.tsx,01_APPFORGE/reuse_candidates/src/components/builder/BuildProgressAnimation.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",5704,f1bd2c795267147f9b3f56ca7e3006edff64088f866a480e9419dd80f4081973
AppForge,src/components/builder/BuildQueue.tsx,01_APPFORGE/reuse_candidates/src/components/builder/BuildQueue.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",5756,61ebd7225c9dc0a222688f10b3596efb06f8728df3df0be96a2535aaff5d11c0
AppForge,src/components/builder/BuildStep.tsx,01_APPFORGE/reuse_candidates/src/components/builder/BuildStep.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",89702,843aef8e355f5161ed9c4fffc49146b6c82d1f5cc6fb86eb286e7277aa245a69
AppForge,src/components/builder/BuilderProgress.tsx,01_APPFORGE/reuse_candidates/src/components/builder/BuilderProgress.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",6063,badedccf7740daaf533af31c79f60ec794cbbf70938367e28339fbabab16f4ef
AppForge,src/components/builder/ConfigureStep.tsx,01_APPFORGE/reuse_candidates/src/components/builder/ConfigureStep.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",36919,15644f3e71e866f397e7432235172b3e1a4096e4aaf2be9f37f21cadacad65af
AppForge,src/components/builder/DeviceComparisonMode.tsx,01_APPFORGE/reuse_candidates/src/components/builder/DeviceComparisonMode.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",19771,39734f6df5bba69e4122ed389422c01489ac5e7923b43bc1b5bdc76b076d40df
AppForge,src/components/builder/DeviceRotationIndicator.tsx,01_APPFORGE/reuse_candidates/src/components/builder/DeviceRotationIndicator.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",1696,2b43f7eebbd0f42f166313bbfc839771138773ed2c76a27898e42effed08d247
AppForge,src/components/builder/KeyboardShortcutsHelp.tsx,01_APPFORGE/reuse_candidates/src/components/builder/KeyboardShortcutsHelp.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",1863,3f09846c761bfb4b94c343dfedd2dac95ed26bc085aba38ea17c274928b8e22a
AppForge,src/components/builder/PlatformCard.tsx,01_APPFORGE/reuse_candidates/src/components/builder/PlatformCard.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",4622,12b8fde248de6bce4b33849a6738fd2fbc31080a4786d03687ef76dbf1707172
AppForge,src/components/builder/PreviewStep.tsx,01_APPFORGE/reuse_candidates/src/components/builder/PreviewStep.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",71712,c65db12596ac6233878e84a87130aa3d9b5a6ec0c5af296306ae2194c035f828
AppForge,src/components/builder/PushNotificationSetup.tsx,01_APPFORGE/reuse_candidates/src/components/builder/PushNotificationSetup.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",2669,6e43253f0315a3a1d99e5b15038be21527211abd1e67247d32f53cf2b873b6e6
AppForge,src/components/builder/QuickActions.tsx,01_APPFORGE/reuse_candidates/src/components/builder/QuickActions.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",2795,4145e642316a32bffd0400b897eb3dfe12eb5a3f4ab6382d5d6dd02df887ff49
AppForge,src/components/builder/TemplatesGallery.tsx,01_APPFORGE/reuse_candidates/src/components/builder/TemplatesGallery.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",28051,3144bf0be8842f96c77875614bb42b466a02b073dc7d052bb1fbaf781de40148
AppForge,src/components/builder/UrlInputStep.tsx,01_APPFORGE/reuse_candidates/src/components/builder/UrlInputStep.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",19560,a7a9467eea195ac2759c64d34cf915a8b8064ea15aa14eb88fedfe404d88cdca
AppForge,src/components/builder/configure/AIBadge.tsx,01_APPFORGE/reuse_candidates/src/components/builder/configure/AIBadge.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",265,9defb3d102ac1f640d0ac61596db03ddae5aae3219a4862aae99910793ca8201
AppForge,src/components/builder/configure/CollapsibleSection.tsx,01_APPFORGE/reuse_candidates/src/components/builder/configure/CollapsibleSection.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",2280,b86ffa4a9f7c44b054b6389a7f29db493b73c7fd1c6b9ddb5904a381f98af1d9
AppForge,src/components/builder/configure/ColorPicker.tsx,01_APPFORGE/reuse_candidates/src/components/builder/configure/ColorPicker.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",2073,0121b46de382bafaa659d823358ad8b1736905fccd84cb27258a27e71d55817f
AppForge,src/components/builder/configure/FeatureSelector.tsx,01_APPFORGE/reuse_candidates/src/components/builder/configure/FeatureSelector.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",1892,bfffc5e0a3557069fe995d88267cd2fd990f372a36851e8741bbbfd93c578b59
AppForge,src/components/builder/configure/IconStyleSelector.tsx,01_APPFORGE/reuse_candidates/src/components/builder/configure/IconStyleSelector.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",7682,ba49a368664b981a2895f2a24531ee5e2e0cd4e7ecc47262203ef452471eb631
AppForge,src/components/builder/configure/MiniPhonePreview.tsx,01_APPFORGE/reuse_candidates/src/components/builder/configure/MiniPhonePreview.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",11196,34a2ecb2243c7eb6b7cf7292139846be5eae00b6aa75030215c8dcf60cdedaaa
AppForge,src/components/builder/configure/NavItemEditor.tsx,01_APPFORGE/reuse_candidates/src/components/builder/configure/NavItemEditor.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",14150,5d59df017909e080db7f80e620f74e1280d86d8eb78308ea1ce0dc90ab3e6ecc
AppForge,src/components/builder/configure/NavigationStyleSelector.tsx,01_APPFORGE/reuse_candidates/src/components/builder/configure/NavigationStyleSelector.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",18748,d1a46cce57eef35b6f090f0667464a65eaec2f172ceb42649b8da8b88633fd93
AppForge,src/components/builder/configure/PhoneMockup.tsx,01_APPFORGE/reuse_candidates/src/components/builder/configure/PhoneMockup.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",18447,41463138e11b25f05c156bde0037785d5046ca2e3e856e4755a36639b8c4f767
AppForge,src/components/builder/configure/ProjectAssetsUploader.tsx,01_APPFORGE/reuse_candidates/src/components/builder/configure/ProjectAssetsUploader.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",10170,79034de87d70ace6acc5e1f31fd0f0576556db169839679b3b8b2870ebbd9dbb
AppForge,src/components/builder/configure/ShimmerSkeleton.tsx,01_APPFORGE/reuse_candidates/src/components/builder/configure/ShimmerSkeleton.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",383,f9cab821f28f7bfff2d074e3465e0299f1b7cb8973f37188a8324a60f01f00e4
AppForge,src/components/builder/configure/SplashScreenSelector.tsx,01_APPFORGE/reuse_candidates/src/components/builder/configure/SplashScreenSelector.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",10149,6eaf29ae01ef211710468dce461eb93ee8933b18cbfabc8a9aba4019b821d50a
AppForge,src/components/builder/configure/TemplateItem.tsx,01_APPFORGE/reuse_candidates/src/components/builder/configure/TemplateItem.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",3192,c76df0ba8ef49e9535eebbe8934262feb0433d13eee7c601279b026892013684
AppForge,src/components/builder/configure/TemplatePreview.tsx,01_APPFORGE/reuse_candidates/src/components/builder/configure/TemplatePreview.tsx,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",3895,83ea6a3456eb054cbe6373c01f029c6c1cf4bcb4aa92d24d3ca6716549f7efdc
AppForge,src/components/builder/configure/index.ts,01_APPFORGE/reuse_candidates/src/components/builder/configure/index.ts,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",1031,ae91f2e26f199203dce7bcc71d289d5ca0cfc31a39e6d40fb27ccff6528fee5b
AppForge,src/components/builder/configure/presetTemplates.ts,01_APPFORGE/reuse_candidates/src/components/builder/configure/presetTemplates.ts,REUSE_CANDIDATE,"Builder, preview, branding, navigation, build-status, or asset UI candidate.",6036,1e8696a46e729eec97224a35e153a4d0278f9dcce799fffcf7461ff76a78632a
AppForge,src/components/ui/accordion.tsx,01_APPFORGE/reuse_candidates/src/components/ui/accordion.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,1976,9587b5ca80cf0aa68bc2a4e6baacebbe07eab14e1c66c6b6420033aeca9219d1
AppForge,src/components/ui/alert-dialog.tsx,01_APPFORGE/reuse_candidates/src/components/ui/alert-dialog.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,4313,c8b01137c7552e63c9ccf2c38ef92e5417bd6616b6980d56d3015db027465283
AppForge,src/components/ui/alert.tsx,01_APPFORGE/reuse_candidates/src/components/ui/alert.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,1546,6352c232d36b2aeb20cce9692fecd98a472c8bb0b8c3f8a45446c433382e2da7
AppForge,src/components/ui/avatar.tsx,01_APPFORGE/reuse_candidates/src/components/ui/avatar.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,1365,4a8bc00e5514912c54d414e207266fa100906aec2754d590adcc8ccc46d4c5c9
AppForge,src/components/ui/badge.tsx,01_APPFORGE/reuse_candidates/src/components/ui/badge.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,1179,8e19e12d7dc0aa2749cbebcf558276451b0f44979d7fcc3d0eda47a46a33585a
AppForge,src/components/ui/button.tsx,01_APPFORGE/reuse_candidates/src/components/ui/button.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,2277,3df06f238bf658547940769f8aae0866218e0fa5642e46623da179d4504efc73
AppForge,src/components/ui/card.tsx,01_APPFORGE/reuse_candidates/src/components/ui/card.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,1785,bdfb74248321c52e89c2129d9d8088a56a3e33dd7850a7c9b0563a7b5ac937a0
AppForge,src/components/ui/chart.tsx,01_APPFORGE/reuse_candidates/src/components/ui/chart.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,9987,a759d32aa240fa6e929f204b04252e45d6ae458558eebd37dccf4ae9e05ab5e2
AppForge,src/components/ui/checkbox.tsx,01_APPFORGE/reuse_candidates/src/components/ui/checkbox.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,1056,9496a127f462c7abb6cbace0760241e716fb1408ef3419e20493f4de9cca10dc
AppForge,src/components/ui/collapsible.tsx,01_APPFORGE/reuse_candidates/src/components/ui/collapsible.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,320,fbe07841b794e0d7d08e87ddaaafadf1dc0c63ecc8389cd2c5b4a0a3f5500df1
AppForge,src/components/ui/content-skeleton.tsx,01_APPFORGE/reuse_candidates/src/components/ui/content-skeleton.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,4385,6712741f2e6c4877cfcda2484d4cdfbe10856c61219c585fcac90b5232fbbd78
AppForge,src/components/ui/dialog.tsx,01_APPFORGE/reuse_candidates/src/components/ui/dialog.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,3761,8e755711b3fd5e8d7339baea7627da546293fe2df1a88775729c2857e0de4b57
AppForge,src/components/ui/dropdown-menu.tsx,01_APPFORGE/reuse_candidates/src/components/ui/dropdown-menu.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,7260,b1ede0a4144b64853dc7ba62d184c09df479482eada86f936ce5b3d0b67a9a19
AppForge,src/components/ui/file-upload.tsx,01_APPFORGE/reuse_candidates/src/components/ui/file-upload.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,13563,b5faca9cb4e27bd00356d908fcba8960112c5ed6f2b5e6ef6e6c4c2cae03a568
AppForge,src/components/ui/form.tsx,01_APPFORGE/reuse_candidates/src/components/ui/form.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,4014,7f6f3b157f0c08880937ae41d5e61647703c7163c3d8444656de711fb0576faf
AppForge,src/components/ui/hover-card.tsx,01_APPFORGE/reuse_candidates/src/components/ui/hover-card.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,1193,8d606e166ef5f9bc4fc3efb1f6ce2f4bb376177a2c6fef16f67f87ad2d13d005
AppForge,src/components/ui/input.tsx,01_APPFORGE/reuse_candidates/src/components/ui/input.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,799,aacef8933fe99ab553e12a82c874a23c97e2b5602eb6f00018454fa0a8d4f7f2
AppForge,src/components/ui/label.tsx,01_APPFORGE/reuse_candidates/src/components/ui/label.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,696,d5dc9497cbb28a5401b864bd44a15f010c302584fbe8e07e015dbe443f103753
AppForge,src/components/ui/loading-spinner.tsx,01_APPFORGE/reuse_candidates/src/components/ui/loading-spinner.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,1017,4268328ad687335411f894f837253a3bd1d7437a40bec6be5c2eb5d8fa82c151
AppForge,src/components/ui/pagination-controls.tsx,01_APPFORGE/reuse_candidates/src/components/ui/pagination-controls.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,3896,a964db999bbc6fb2dd862efd9148e2213b103e8d3b1a9c1ab87e43889414e80d
AppForge,src/components/ui/password-strength-indicator.tsx,01_APPFORGE/reuse_candidates/src/components/ui/password-strength-indicator.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,2693,3a88025d3ebef1ff98357176a4acaaecead259a9bf8ea969b0d14823ef7f3079
AppForge,src/components/ui/popover.tsx,01_APPFORGE/reuse_candidates/src/components/ui/popover.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,1239,ee5f78ece57c9e8eb5f9b4186e2bb9ebe46b69b52f03f1edd9a601883bc64772
AppForge,src/components/ui/progress.tsx,01_APPFORGE/reuse_candidates/src/components/ui/progress.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,765,bdc4847f05de3aea1276966e0df9b4a293297f0ca7d7b430a1cb16cf5626728f
AppForge,src/components/ui/radio-group.tsx,01_APPFORGE/reuse_candidates/src/components/ui/radio-group.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,1447,995ec983735b204597f11ae5dd22ba0175dfc633da2ddecf222847bbca387adb
AppForge,src/components/ui/scroll-area.tsx,01_APPFORGE/reuse_candidates/src/components/ui/scroll-area.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,1608,998181a10164aa6e508210064ba61b2f772a92958d7bb2141867007f0ebd9783
AppForge,src/components/ui/select.tsx,01_APPFORGE/reuse_candidates/src/components/ui/select.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,5575,a2b62120a033b36c8d6c4a1693aa9231645fa69251740e15eacec24c1eea4d82
AppForge,src/components/ui/separator.tsx,01_APPFORGE/reuse_candidates/src/components/ui/separator.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,698,6c271e740c3d7b54947bb727383e5355788f0176b7b683c3bb970cad9883dded
AppForge,src/components/ui/sheet.tsx,01_APPFORGE/reuse_candidates/src/components/ui/sheet.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,4197,e7d726b34d0f3214f597a844c7f2c4fc869933f7433eddb74e7fd2eb92500be3
AppForge,src/components/ui/skeleton.tsx,01_APPFORGE/reuse_candidates/src/components/ui/skeleton.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,234,a229c310b9cbcb01ddd5e580865a6f14a19061aff7f6a97ef82a40b6a83583a4
AppForge,src/components/ui/slider.tsx,01_APPFORGE/reuse_candidates/src/components/ui/slider.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,1065,b81a683197551322cd8f13653bc955ad4c3bca6fe62376d33acb2bcd04361d02
AppForge,src/components/ui/sonner.tsx,01_APPFORGE/reuse_candidates/src/components/ui/sonner.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,877,720fa5658777a469a3096e2fbb59b8f3453c744aab53a35d9ad47c873177b4ca
AppForge,src/components/ui/switch.tsx,01_APPFORGE/reuse_candidates/src/components/ui/switch.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,1147,99cda942c2d215d8f25dd33ae06ed1278bcf912b262ed0e907b04f35881ac507
AppForge,src/components/ui/table.tsx,01_APPFORGE/reuse_candidates/src/components/ui/table.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,2748,6fff4369e6da4638ed5f8c656805926eeb86caf379735a13a93eaa21c89ce7ed
AppForge,src/components/ui/tabs.tsx,01_APPFORGE/reuse_candidates/src/components/ui/tabs.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,1897,b313d08a8c85e586a282b615cf30ce0b6ec1eca3ea92149b731f14b4082f4d71
AppForge,src/components/ui/textarea.tsx,01_APPFORGE/reuse_candidates/src/components/ui/textarea.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,751,2f5b24d28dc5c41817ca69653a396adcb2fe495200f8184777d086a62fc70461
AppForge,src/components/ui/toast.tsx,01_APPFORGE/reuse_candidates/src/components/ui/toast.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,4798,8f4db67ae4633904c3cccee6629a1061472bb23f5368e5b7e72a306cc494f9d3
AppForge,src/components/ui/toaster.tsx,01_APPFORGE/reuse_candidates/src/components/ui/toaster.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,730,600d661340ddc3ee7b5f9088684e1b3072cf60c9275b2f84bf4860dc29fe0fba
AppForge,src/components/ui/tooltip.tsx,01_APPFORGE/reuse_candidates/src/components/ui/tooltip.tsx,REUSE_CANDIDATE,Reusable React UI primitive required by builder components.,1155,bd9361649477cf9496f4b48415a2eafb9ae1ebca81af58a29b61b1516adc88c1
AppForge,src/components/AppPreviewDialog.tsx,01_APPFORGE/reuse_candidates/src/components/AppPreviewDialog.tsx,REUSE_CANDIDATE,"Supports builder workspace, native capability integration, preview, theme, or asset handling.",7403,d517d5b3a64da0543e0dad6f2f7592c0540a31ccd45b40f545d706c431288700
AppForge,src/components/ImageOptimizationDialog.tsx,01_APPFORGE/reuse_candidates/src/components/ImageOptimizationDialog.tsx,REUSE_CANDIDATE,"Supports builder workspace, native capability integration, preview, theme, or asset handling.",14702,c85571ec0c04d3431d1c23e57034e62e484689a0926cfc2e4b8608e4f1dc7f1a
AppForge,src/components/QRDownloadDialog.tsx,01_APPFORGE/reuse_candidates/src/components/QRDownloadDialog.tsx,REUSE_CANDIDATE,"Supports builder workspace, native capability integration, preview, theme, or asset handling.",3440,10eeac4d5f00f9c881c8478f2ce6e705cc15db62fe0f5ee3d09c902bb674adc6
AppForge,src/components/MobileBottomNav.tsx,01_APPFORGE/reuse_candidates/src/components/MobileBottomNav.tsx,REUSE_CANDIDATE,"Supports builder workspace, native capability integration, preview, theme, or asset handling.",3837,790c14d54111697681ee997d465760a7a903ffb0d2ae9f040500cc8ce99b969c
AppForge,src/components/PageHeader.tsx,01_APPFORGE/reuse_candidates/src/components/PageHeader.tsx,REUSE_CANDIDATE,"Supports builder workspace, native capability integration, preview, theme, or asset handling.",1687,454a8fe19919927889b0fcacdca3fe3cbd18a19555dbaca306a4bba002a93470
AppForge,src/components/ThemeProvider.tsx,01_APPFORGE/reuse_candidates/src/components/ThemeProvider.tsx,REUSE_CANDIDATE,"Supports builder workspace, native capability integration, preview, theme, or asset handling.",989,5443467a8bac560ef9fff621ded7d0abac158217d67250a29ca7ade82547edd8
AppForge,src/components/ThemeToggle.tsx,01_APPFORGE/reuse_candidates/src/components/ThemeToggle.tsx,REUSE_CANDIDATE,"Supports builder workspace, native capability integration, preview, theme, or asset handling.",1208,054ce69a71884c078e81042eceea8b72ef6df24497ade03a850097c8627ff53c
AppForge,src/components/ThemeAwareLogo.tsx,01_APPFORGE/reuse_candidates/src/components/ThemeAwareLogo.tsx,REUSE_CANDIDATE,"Supports builder workspace, native capability integration, preview, theme, or asset handling.",1302,daac00b022e43087880de7b4af579f9d9f49a97adadc4b8b91bea5c095c56ed5
AppForge,src/pages/AppBuilder.tsx,01_APPFORGE/reuse_candidates/src/pages/AppBuilder.tsx,REUSE_CANDIDATE,"Supports builder workspace, native capability integration, preview, theme, or asset handling.",5835,1ca33aed09d326c9e0983e27c91a87d596ae9be2b046b1cfffd198a0e6ef2f28
AppForge,src/pages/BuildHistory.tsx,01_APPFORGE/reuse_candidates/src/pages/BuildHistory.tsx,REUSE_CANDIDATE,"Supports builder workspace, native capability integration, preview, theme, or asset handling.",23039,3593c993d6f1c5b47bfda6ab44934d3e4465bc4df82146d07ad33869d426ee1d
AppForge,src/pages/Install.tsx,01_APPFORGE/reuse_candidates/src/pages/Install.tsx,REUSE_CANDIDATE,"Supports builder workspace, native capability integration, preview, theme, or asset handling.",14641,1a6a2787220ef8c10ec3dd13c5bf69d37c14c0720ac13530c52f49b9835ecc78
AppForge,src/pages/StyleGuide.tsx,01_APPFORGE/reuse_candidates/src/pages/StyleGuide.tsx,REUSE_CANDIDATE,"Supports builder workspace, native capability integration, preview, theme, or asset handling.",29755,9bbd757076b8193eaf86e52fdbc3418eab3fe7756c8c3df779d49da1399b88f0
AppForge,src/config/platforms.ts,01_APPFORGE/reuse_candidates/src/config/platforms.ts,REUSE_CANDIDATE,"Supports builder workspace, native capability integration, preview, theme, or asset handling.",3535,b1999cfaaa8198bc7c5064e9862138a9236f556cbd3451d5db5105bf21263448
AppForge,src/types/platforms.ts,01_APPFORGE/reuse_candidates/src/types/platforms.ts,REUSE_CANDIDATE,"Supports builder workspace, native capability integration, preview, theme, or asset handling.",1166,7a3d575b7dc3a2fe19cfe612bf547b8f5ddaef57b06c1c30ae4f0fdaee46f2ea
AppForge,src/stores/useAppStore.ts,01_APPFORGE/reuse_candidates/src/stores/useAppStore.ts,REUSE_CANDIDATE,"Supports builder workspace, native capability integration, preview, theme, or asset handling.",3239,53f21c6a3f1dd35216921b2a78427fd434f8d77dd0d7461f062d24cb729348ed
AppForge,src/stores/useThemeStore.ts,01_APPFORGE/reuse_candidates/src/stores/useThemeStore.ts,REUSE_CANDIDATE,"Supports builder workspace, native capability integration, preview, theme, or asset handling.",1899,031ef0d6719ee1f0b4f3dc36d51fe718a5e2aef1a4a0603760cbc8f432ba2dc9
AppForge,src/stores/useUserPreferencesStore.ts,01_APPFORGE/reuse_candidates/src/stores/useUserPreferencesStore.ts,REUSE_CANDIDATE,"Supports builder workspace, native capability integration, preview, theme, or asset handling.",3495,0adb3f7da79bd78927521d73e2bbd2b14d04ad3c70e4ff699da75fc5c84ae06a
