symbol,occurrences,distinct_components,host_present,components,files
App\Domains\Engine\Drivers\FallAIEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/FallAIEngineDriver.php | host:app/Domains/Engine/Drivers/FallAIEngineDriver.php
App\Domains\Engine\Drivers\FreepikEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/FreepikEngineDriver.php | host:app/Domains/Engine/Drivers/FreepikEngineDriver.php
App\Domains\Engine\Drivers\GammaAIEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/GammaAIEngineDriver.php | host:app/Domains/Engine/Drivers/GammaAIEngineDriver.php
App\Domains\Engine\Drivers\GeminiEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/GeminiEngineDriver.php | host:app/Domains/Engine/Drivers/GeminiEngineDriver.php
App\Domains\Engine\Drivers\GoogleEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/GoogleEngineDriver.php | host:app/Domains/Engine/Drivers/GoogleEngineDriver.php
App\Domains\Engine\Drivers\HeygenEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/HeygenEngineDriver.php | host:app/Domains/Engine/Drivers/HeygenEngineDriver.php
App\Domains\Engine\Drivers\KlapEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/KlapEngineDriver.php | host:app/Domains/Engine/Drivers/KlapEngineDriver.php
App\Domains\Engine\Drivers\NovitaEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/NovitaEngineDriver.php | host:app/Domains/Engine/Drivers/NovitaEngineDriver.php
App\Domains\Engine\Drivers\OpenAIEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/OpenAIEngineDriver.php | host:app/Domains/Engine/Drivers/OpenAIEngineDriver.php
App\Domains\Engine\Drivers\OpenRouterEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/OpenRouterEngineDriver.php | host:app/Domains/Engine/Drivers/OpenRouterEngineDriver.php
App\Domains\Engine\Drivers\PebblelyEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/PebblelyEngineDriver.php | host:app/Domains/Engine/Drivers/PebblelyEngineDriver.php
App\Domains\Engine\Drivers\PerplexityEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/PerplexityEngineDriver.php | host:app/Domains/Engine/Drivers/PerplexityEngineDriver.php
App\Domains\Engine\Drivers\PexelsEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/PexelsEngineDriver.php | host:app/Domains/Engine/Drivers/PexelsEngineDriver.php
App\Domains\Engine\Drivers\PiAPIEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/PiAPIEngineDriver.php | host:app/Domains/Engine/Drivers/PiAPIEngineDriver.php
App\Domains\Engine\Drivers\PixabayEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/PixabayEngineDriver.php | host:app/Domains/Engine/Drivers/PixabayEngineDriver.php
App\Domains\Engine\Drivers\PlagiarismCheckEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/PlagiarismCheckEngineDriver.php | host:app/Domains/Engine/Drivers/PlagiarismCheckEngineDriver.php
App\Domains\Engine\Drivers\SerperEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/SerperEngineDriver.php | host:app/Domains/Engine/Drivers/SerperEngineDriver.php
App\Domains\Engine\Drivers\SpeechifyEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/SpeechifyEngineDriver.php | host:app/Domains/Engine/Drivers/SpeechifyEngineDriver.php
App\Domains\Engine\Drivers\StableDiffusionEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/StableDiffusionEngineDriver.php | host:app/Domains/Engine/Drivers/StableDiffusionEngineDriver.php
App\Domains\Engine\Drivers\SynthesiaEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/SynthesiaEngineDriver.php | host:app/Domains/Engine/Drivers/SynthesiaEngineDriver.php
App\Domains\Engine\Drivers\TogetherEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/TogetherEngineDriver.php | host:app/Domains/Engine/Drivers/TogetherEngineDriver.php
App\Domains\Engine\Drivers\TopviewEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/TopviewEngineDriver.php | host:app/Domains/Engine/Drivers/TopviewEngineDriver.php
App\Domains\Engine\Drivers\UnsplashEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/UnsplashEngineDriver.php | host:app/Domains/Engine/Drivers/UnsplashEngineDriver.php
App\Domains\Engine\Drivers\VizardEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/VizardEngineDriver.php | host:app/Domains/Engine/Drivers/VizardEngineDriver.php
App\Domains\Engine\Drivers\XAIEngineDriver,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Drivers/XAIEngineDriver.php | host:app/Domains/Engine/Drivers/XAIEngineDriver.php
App\Domains\Engine\Engine,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Engine.php | host:app/Domains/Engine/Engine.php
App\Domains\Engine\EngineServiceProvider,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/EngineServiceProvider.php | host:app/Domains/Engine/EngineServiceProvider.php
App\Domains\Engine\Enums\EngineEnum,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Enums/EngineEnum.php | host:app/Domains/Engine/Enums/EngineEnum.php
App\Domains\Engine\Facades\Engine,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Facades/Engine.php | host:app/Domains/Engine/Facades/Engine.php
App\Domains\Engine\Models\Engine,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Models/Engine.php | host:app/Domains/Engine/Models/Engine.php
App\Domains\Engine\Services\AnthropicService,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Services/AnthropicService.php | host:app/Domains/Engine/Services/AnthropicService.php
App\Domains\Engine\Services\FalAIService,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Services/FalAIService.php | host:app/Domains/Engine/Services/FalAIService.php
App\Domains\Engine\Services\GeminiService,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/Engine/Services/GeminiService.php | host:app/Domains/Engine/Services/GeminiService.php
App\Domains\WorkCore\Contracts\CalendarGateway,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Contracts/CalendarGateway.php | host:app/Domains/WorkCore/Contracts/CalendarGateway.php
App\Domains\WorkCore\Contracts\DocumentSigningGateway,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Contracts/DocumentSigningGateway.php | host:app/Domains/WorkCore/Contracts/DocumentSigningGateway.php
App\Domains\WorkCore\Contracts\FileStorageGateway,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Contracts/FileStorageGateway.php | host:app/Domains/WorkCore/Contracts/FileStorageGateway.php
App\Domains\WorkCore\Contracts\GeocodingGateway,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Contracts/GeocodingGateway.php | host:app/Domains/WorkCore/Contracts/GeocodingGateway.php
App\Domains\WorkCore\Contracts\MalwareScannerGateway,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Contracts/MalwareScannerGateway.php | host:app/Domains/WorkCore/Contracts/MalwareScannerGateway.php
App\Domains\WorkCore\Contracts\MessagingGateway,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Contracts/MessagingGateway.php | host:app/Domains/WorkCore/Contracts/MessagingGateway.php
App\Domains\WorkCore\Contracts\PaymentGateway,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Contracts/PaymentGateway.php | host:app/Domains/WorkCore/Contracts/PaymentGateway.php
App\Domains\WorkCore\Contracts\WorkCoreActor,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Contracts/WorkCoreActor.php | host:app/Domains/WorkCore/Contracts/WorkCoreActor.php
App\Domains\WorkCore\Database\Seeders\WorkCoreDatabaseSeeder,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Seeders/WorkCoreDatabaseSeeder.php | host:app/Domains/WorkCore/Database/Seeders/WorkCoreDatabaseSeeder.php
App\Domains\WorkCore\Providers\BusinessNetworkServiceProvider,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Providers/BusinessNetworkServiceProvider.php | host:app/Domains/WorkCore/Providers/BusinessNetworkServiceProvider.php
App\Domains\WorkCore\Providers\CommercialServiceProvider,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Providers/CommercialServiceProvider.php | host:app/Domains/WorkCore/Providers/CommercialServiceProvider.php
App\Domains\WorkCore\Providers\PropertyOperationsServiceProvider,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Providers/PropertyOperationsServiceProvider.php | host:app/Domains/WorkCore/Providers/PropertyOperationsServiceProvider.php
App\Domains\WorkCore\Providers\WorkOperationsServiceProvider,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Providers/WorkOperationsServiceProvider.php | host:app/Domains/WorkCore/Providers/WorkOperationsServiceProvider.php
App\Domains\WorkCore\Providers\WorkforceAssuranceServiceProvider,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Providers/WorkforceAssuranceServiceProvider.php | host:app/Domains/WorkCore/Providers/WorkforceAssuranceServiceProvider.php
App\Domains\WorkCore\Shared\Support\TenantContext,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Shared/Support/TenantContext.php | host:app/Domains/WorkCore/Shared/Support/TenantContext.php
App\Domains\WorkCore\System\AI\Contracts\AiRunRecorderContract,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Zero Chatbot PWA,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/AI/Contracts/AiRunRecorderContract.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/workcore-runtime/native-runtime/app/Domains/WorkCore/System/AI/Contracts/AiRunRecorderContract.php | host:app/Domains/WorkCore/System/AI/Contracts/AiRunRecorderContract.php
App\Domains\WorkCore\System\AI\Contracts\AiToolExecutorContract,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/AI/Contracts/AiToolExecutorContract.php | host:app/Domains/WorkCore/System/AI/Contracts/AiToolExecutorContract.php
App\Domains\WorkCore\System\AI\Contracts\AiToolRunRecorderContract,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Zero Chatbot PWA,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/AI/Contracts/AiToolRunRecorderContract.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/workcore-runtime/native-runtime/app/Domains/WorkCore/System/AI/Contracts/AiToolRunRecorderContract.php | host:app/Domains/WorkCore/System/AI/Contracts/AiToolRunRecorderContract.php
App\Domains\WorkCore\System\AI\Contracts\CredentialResolverContract,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Zero Chatbot PWA,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/AI/Contracts/CredentialResolverContract.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/workcore-runtime/native-runtime/app/Domains/WorkCore/System/AI/Contracts/CredentialResolverContract.php | host:app/Domains/WorkCore/System/AI/Contracts/CredentialResolverContract.php
App\Domains\WorkCore\System\AI\Contracts\ModelGatewayContract,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/AI/Contracts/ModelGatewayContract.php | host:app/Domains/WorkCore/System/AI/Contracts/ModelGatewayContract.php
App\Domains\WorkCore\System\AI\Contracts\ModelProfileResolverContract,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Zero Chatbot PWA,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/AI/Contracts/ModelProfileResolverContract.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/workcore-runtime/native-runtime/app/Domains/WorkCore/System/AI/Contracts/ModelProfileResolverContract.php | host:app/Domains/WorkCore/System/AI/Contracts/ModelProfileResolverContract.php
App\Domains\WorkCore\System\AI\Contracts\ModelProviderContract,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Zero Chatbot PWA,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/AI/Contracts/ModelProviderContract.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/workcore-runtime/native-runtime/app/Domains/WorkCore/System/AI/Contracts/ModelProviderContract.php | host:app/Domains/WorkCore/System/AI/Contracts/ModelProviderContract.php
App\Domains\WorkCore\System\AI\Contracts\ToolCatalogueContract,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/AI/Contracts/ToolCatalogueContract.php | host:app/Domains/WorkCore/System/AI/Contracts/ToolCatalogueContract.php
App\Domains\WorkCore\System\AI\DTO\AiToolExecutionContext,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Zero Chatbot PWA,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/AI/DTO/AiToolExecutionContext.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/workcore-runtime/native-runtime/app/Domains/WorkCore/System/AI/DTO/AiToolExecutionContext.php | host:app/Domains/WorkCore/System/AI/DTO/AiToolExecutionContext.php
App\Domains\WorkCore\System\AI\DTO\AiToolResult,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Zero Chatbot PWA,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/AI/DTO/AiToolResult.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/workcore-runtime/native-runtime/app/Domains/WorkCore/System/AI/DTO/AiToolResult.php | host:app/Domains/WorkCore/System/AI/DTO/AiToolResult.php
